x1,x2,loss
-5.5640060203431565,-6.671951518235847,75.47310005610451
6.000218265121973,1.5057966013523085,38.2700426337475
1.8593124040344495,8.231215609744769,71.20995302990232
10.0,10.0,200.0
-0.8171203428824727,-0.9017227063436541,1.4807894938880937
3.3237855182050504,-7.627141714736116,69.2208409076974
2.9576672396624,-3.662552383615894,22.162085463302667
-3.8596713683420454,-6.070071691311856,51.74283340926493
3.535245856755968,-0.38817047181373265,12.648639582898333
-0.23954172578890454,2.372659205458507,5.686891943640922
-4.591907925427345,1.8591069709285857,24.54189712495773
1.5034574112101398,0.17364888887184693,2.2905381239291223
0.9258787941165716,-3.100733022930314,10.47179682088532
0.051813404187464496,1.0043111483613016,1.01132551157629
-2.268764349905148,-0.07106044685419943,5.152341262507647
0.5604019709313178,0.11247155494033534,0.32670021969440244
1.429335718001255,2.0185054096452912,6.117364683521467
-0.25550632766154074,-0.1716656773464178,0.09475258825389105
0.2530822390823126,-1.063505270767384,1.1950940806889234
0.10213061291117652,0.4873570435791302,0.24794755001980276
-0.7137776856816821,0.20321981129237704,0.5507768762788074
